"iid","name_"
"IID000000002173613","LEAR CORPORATION"
"IID000000002157453","ANGLO-EASTERN PLANTATIONS PLC"
"IID000000002200220","DEUTSCHE BANK AG LONDON"
"IID000000002168736","HOCHIKI CORPORATION"
"IID000000002174555","GOODMAN LIMITED"
"IID000000002171372","Investmentaktiebolaget Latour"
"IID000000002138448","SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD"
"IID000000002156807","Allgemeine Gold- und Silberscheideanstalt AG"
"IID000000002157441","ANGIODYNAMICS, INC."
"IID000000002175371","PT Merck Tbk"
"IID000000002176912","NATIONWIDE FINANCIAL SERVICES, INC."
"IID000000002212040","DZ PRIVATBANK S.A."
"IID000000002143337","L-3 COMMUNICATIONS HOLDINGS, INC."
"IID000000002181522","RiseSun Real Estate Development Co., Ltd"
"IID000000002152632","MS International PLC"
"IID000000002150204","Jagson Pal Pharmaceuticals Ltd"
"IID000000002143469","ILLOVO SUGAR LIMITED"
"IID000000002140526","BANQUE TARNEAUD S.A."
"IID000000002151767","HUNTSWORTH PLC"
"IID000000002127238","LOOKERS PLC"
"IID000000002161134","CARR'S GROUP PLC"
"IID000000002165691","ETERNAL MATERIALS CO., LTD."
"IID000000002123758","SOCIETE ANONYME DES BAINS DE MER ET DU CERCLE DES ETRANGERS A MONACO S.A."
"IID000000002168946","PT Hanson International Tbk"
"IID000000002160446","CBIZ, INC."
"IID000000002167077","Fujiya Co.,Ltd."
"IID000000002164706","VALARIS PLC"
"IID000000002142678","J. C. PENNEY COMPANY, INC."
"IID000000002127931","MALAM - TEAM LTD"
"IID000000002125296","JYOTHY LABORATORIES LIMITED"
"IID000000002201603","MS STRUCTURED ASSET CORP."
"IID000000002223512","CONOCOPHILLIPS COMPANY"
"IID000000002143316","Miura Printing Corporation"
"IID000000002227180","Banco Votorantim S.A."
"IID000000002159751","Swedish Orphan Biovitrum AB (publ)"
"IID000000002140187","CARDINAL HEALTH, INC."
"IID000000002132197","CHINA MERCHANTS CHINA DIRECT INVESTMENTS LIMITED"
"IID000000002175661","MIKROS SYSTEMS CORPORATION"
"IID000000002172997","KOREA KOLMAR HOLDINGS CO.,LTD"
"IID000000002138329","LORDOS HOTELS (HOLDINGS) PUBLIC LIMITED"
"IID000000002187743","UMH PROPERTIES, INC."
"IID000000002130768","OHSHO FOOD SERVICE CORP."
"IID000000002187706","UBS AG"
"IID000000002154208","SZ SEVERNAYA VERF' PAO"
"IID000000002137212","TEMPLE-INLAND INC."
"IID000000002148704","JONES LANG LASALLE INCORPORATED"
"IID000000002175206","MEDICARE GROUP Q.S.C."
"IID000000002130260","NIPPON DENSETSU KOGYO CO., LTD."
"IID000000002175681","MILLENNIUM & COPTHORNE HOTELS NEW ZEALAND LIMITED"
"IID000000002158217","ATLAN HOLDINGS BERHAD"
"IID000000002154256","SREI INFRASTRUCTURE FINANCE LIMITED"
"IID000000002151583","FIRST MID-ILLINOIS BANCSHARES, INC."
"IID000000002180294","PROGRESS ENERGY, INC."
"IID000000002178337","ORICA LIMITED"
"IID000000002228698","ARAUCO Argentina S.A."
"IID000000002201020","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"IID000000002176803","The National Bank of Ras Al-Khaimah (P.S.C.)"
"IID000000002162348","COGECO COMMUNICATIONS INC."
"IID000000002157540","ANTOFAGASTA PLC"
"IID000000002125782","CEMENTOS PORTLAND VALDERRIVAS, S.A."
"IID000000002163072","CREDIT CORP GROUP LIMITED"
"IID000000002189817","Wuestenrot & Wuerttembergische AG"
"IID000000002203047","UBS AG"
"IID000000002138946","freenet AG"
"IID000000002139159","IGI LIFE INSURANCE LIMITED"
"IID000000002132665","II-VI INCORPORATED"
"IID000000002223323","GEICO CORPORATION"
"IID000000002185253","SUNG KWANG BEND CO., LTD."
"IID000000002143050","MAJOR DRILLING GROUP INTERNATIONAL INC."
"IID000000002180058","Premier Investment Corporation"
"IID000000002228909","THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED"
"IID000000002178855","Pakistan Tobacco Company Ltd"
"IID000000002159512","Bermas SA"
"IID000000002186481","TELEVISION FRANCAISE 1 S.A."
"IID000000002156469","AIR CANADA"
"IID000000002136725","Otter Tail Corporation"
"IID000000002140223","AMERICAN ELECTRIC POWER COMPANY, INC."
"IID000000002163730","Kakao Corp."
"IID000000002132642","GERON CORPORATION"
"IID000000002156925","ALPHA BANK S.A."
"IID000000002148399","CUB ELECPARTS INC."
"IID000000002168367","GROUPE BRUXELLES LAMBERT S.A."
"IID000000002154016","RINGKJOEBING LANDBOBANK. AKTIESELSKAB"
"IID000000002177835","E.ON ROSSIYA OAO"
"IID000000002124501","Shanghai Electric Group Company Limited"
"IID000000002151976","Johnson Health Tech .Co., Ltd."
"IID000000002201430","Lippo Malls Indonesia Retail Trust"
"IID000000002169233","HERACLES GENERAL CEMENT COMPANY S.A."
"IID000000002157881","SUMMIT ASCENT HOLDINGS LIMITED"
"IID000000002124570","HEIWA REAL ESTATE CO.,LTD."
"IID000000002158973","Banco ABC Brasil S.A."
"IID000000002167279","Gurunavi Inc"
"IID000000002153173","MAGELLAN MIDSTREAM PARTNERS, L.P."
"IID000000002132916","OVERSEAS CHINESE TOWN (ASIA) HOLDINGS LIMITED"
"IID000000002161842","NORTH NAVIGATION CONTROL TECHNOLOGY CO., LTD."
"IID000000002171568","JAKKS PACIFIC, INC."
"IID000000002145736","TRANSGENE SA"
"IID000000002224802","GOLDEN STATE WATER COMPANY"
"IID000000002169707","HUDSON TECHNOLOGIES, INC."
"IID000000002155566","AICHI CORPORATION"
"IID000000002140731","THE ENSIGN GROUP, INC."
"IID000000002141877","BETA FINANCE CORPORATION"
"IID000000002224902","GGP-TRC, LLC"
"IID000000002149319","BLOUNT INTERNATIONAL, INC."
"IID000000002185778","TMB Bank Public Company Limited"
"IID000000002180572","Widam Food Company QSC"
"IID000000002179619","PINGUIN HAUSTECHNIK AG"
"IID000000002135248","Imperial Hotel Ltd"
"IID000000002145245","MSCI INC."
"IID000000002186278","Giggles N' Hugs Inc"
"IID000000002187736","UKAI CO.,LTD."
"IID000000002176731","NanoCarrier Co., Ltd."
"IID000000002223365","DELMARVA POWER & LIGHT COMPANY"
"IID000000002196777","REGENCY ENERGY PARTNERS LP"
"IID000000002176199","Mr Price Group Ltd"
"IID000000002132732","PACIFIC TEXTILES HOLDINGS LIMITED"
"IID000000002182522","SALIX PHARMACEUTICALS, LTD."
"IID000000002141198","Goodwin PLC"
"IID000000002190052","Yamaha Motor Co., Ltd."
"IID000000002182342","SUIDO KIKO KAISHA,LTD."
"IID000000002200539","Eskom Holdings SOC Limited"
"IID000000002166895","FSPG Hi-tech Co., Ltd."
"IID000000002190409","Oriental Energy Co., Ltd."
"IID000000002147188","Chung Hwa Chemical Industrial Works Ltd"
"IID000000002199844","Cathay No.2 Real Estate Investment Trust"
"IID000000002196372","CANADIAN OIL SANDS LIMITED"
"IID000000002159708","Bioland Ltd"
"IID000000002142974","Intact Financial Corporation"
"IID000000002130627","Actia Group SA"
"IID000000002148068","Grupo Security S.A."
"IID000000002188741","VESTEL BEYAZ ESYA SANAYI VE TICARET ANONIM SIRKETI"
"IID000000002161485","Ceylon Grain Elevators PLC"
"IID000000002182713","Sapiens International Corporation N.V."
"IID000000002176707","NANKANG RUBBER TIRE CORP., LTD."
"IID000000002132707","BALL CORPORATION"
"IID000000002159724","BiondVax Pharmaceuticals Ltd"
"IID000000002140776","NAKAMURAYA CO., LTD."
"IID000000002185661","TANTK im. G.M. Berieva PAO"
"IID000000002200092","CTRIP.COM INTERNATIONAL, LTD."
"IID000000002187075","Topre Corporation"
"IID000000002149803","AKASTOR ASA"
"IID000000002182686","SANTAM LIMITED"
"IID000000002201626","MACQUARIE BANK LIMITED"
"IID000000002134962","Chongqing Wanli New Energy Co., Ltd."
"IID000000002168254","GREAT LAKES DREDGE & DOCK CORPORATION"
"IID000000002162935","CORNERSTONE BANCORP, INC."
"IID000000002156398","Agnico Eagle Mines Limited"
"IID000000002184560","SPARTAN MOTORS, INC."
"IID000000002124665","SANKYU INC."
"IID000000002189877","X T L BIOPHARMACEUTICALS LTD."
"IID000000002124677","Kamigumi Co.,Ltd."
"IID000000002174686","Major Development Public Company Limited"
"IID000000002171980","JOHN WOOD GROUP P.L.C."
"IID000000002142497","HOLLY ENERGY PARTNERS, L.P."
"IID000000002181491","RIGHTMOVE PLC"
"IID000000002138332","PRIMARY HEALTH PROPERTIES PLC"
"IID000000002173878","Lincoln Pharmaceuticals Ltd"
"IID000000002148714","BELON OAO"
"IID000000002133216","Azimut Holding S.p.A."
"IID000000002183386","Yang Quan Coal Industry (Group) Co., Ltd."
"IID000000002163180","CrystalGenomicsIncorporation"
"IID000000002148654","CANADIAN NATURAL RESOURCES LIMITED"
"IID000000002168837","Haldex Aktiebolag"
"IID000000002183515","Shin Tai Industry Co Ltd"
"IID000000002197996","DAYANG ENTERPRISE HOLDINGS BHD."
"IID000000002189021","ViTrox Corporation Bhd"
"IID000000002134075","Mazda Motor Corporation"
"IID000000002161099","CARLISLE COMPANIES INCORPORATED"
"IID000000002143096","United Insurance Holdings Corp"
"IID000000002126987","INTERPUMP GROUP S.P.A."
"IID000000002157197","AMERICAN INTERNATIONAL GROUP, INC."
"IID000000002177217","New World Development Company Limited"
"IID000000002203197","Vermilion Energy Inc."
"IID000000002189822","Humanwell Healthcare (Group) Co., Ltd."
"IID000000002164010","Nel ASA"
"IID000000002146602","PARK & Bellheimer AG"
"IID000000002136224","NOVA MEASURING INSTRUMENTS LTD"
"IID000000002183544","NS UNITED KAIUN KAISHA, LTD."
"IID000000002142002","The Chiba Bank, Ltd."
"IID000000002169953","IFB INDUSTRIES LTD"
"IID000000002124019","Goldin Properties Holdings Limited"
"IID000000002179217","Pegasus Hotels of Ceylon PLC"
"IID000000002159129","BANK OF N.T. BUTTERFIELD & SON LIMITED (THE)"
"IID000000002168807","THE HACKETT GROUP, INC."
"IID000000002141595","CONSTRUCTIONS INDUSTRIELLES MEDITERRANEE S.A."
"IID000000002160505","CESC LTD"
"IID000000002165261","EMPIRE COMPANY LIMITED"
"IID000000002161281","CECO ENVIRONMENTAL CORP."
"IID000000002161644","MAOYE COMMERCIAL CO. , LTD"
"IID000000002228259","SUNTRUST CAPITAL III"
"IID000000002164434","Driver Group PLC"
"IID000000002129616","ALPARGATAS S.A."
"IID000000002166853","Fortis Healthcare Limited"
"IID000000002186090","TAIWAN SEMICONDUCTOR CO., LTD."
"IID000000002177884","ONWARD HOLDINGS CO., LTD."
"IID000000002171945","JINDAL STEEL AND POWER LIMITED"
"IID000000002183654","Sichuan Chuantou Energy Co., Ltd."
"IID000000002224308","K. HOVNANIAN ENTERPRISES, INC."
"IID000000002172502","Kartonsan Karton Sanayi ve Ticaret AS"
"IID000000002159186","Huaxun Fangzhou Co., Ltd"
"IID000000002124726","THE DOW CHEMICAL COMPANY"
"IID000000002175959","MOHAWK INDUSTRIES, INC."
"IID000000002149455","GOCL CORPORATION LIMITED"
"IID000000002147307","SPAREBANKEN OST"
"IID000000002155088","SHINSEGAE CO.,LTD"
"IID000000002132597","Tiangong International Company Limited"
"IID000000002160429","China Energine International (Holdings) Limited"
"IID000000002168920","HANKOOK TIRE WORLDWIDE CO.,LTD"
"IID000000002138788","Everlight Chemical Industrial Corporation"
"IID000000002177415","Nippon Yakin Kogyo Co.,Ltd."
"IID000000002168904","HANG SENG BANK, LIMITED"
"IID000000002151230","Waterland Financial Holdings Co., Ltd."
"IID000000002182118","SHINPOONG PHARMACEUTICAL CO.,LTD"
"IID000000002184595","Speed Rabbit Pizza SA"
"IID000000002225293","THE PRUDENTIAL INSURANCE COMPANY OF AMERICA"
"IID000000002162357","COHEN & STEERS, INC."
"IID000000002142776","JPMORGAN CHASE & CO."
"IID000000002175138","MEDICLINIC INTERNATIONAL LIMITED"
"IID000000002170141","ITOKI CORPORATION"
"IID000000002187734","UK COMMERCIAL PROPERTY TRUST LIMITED"
"IID000000002185652","Takeuchi Mfg Co Ltd"
"IID000000002170508","Industrial and Commercial Bank of China (Asia) Limited"
"IID000000002178305","FAR EAST ORCHARD LIMITED"
"IID000000002173683","Lemminkainen Oyj"
"IID000000002152264","LS INDUSTRIAL SYSTEMS CO.,LTD"
"IID000000002183506","SHILPA MEDICARE LIMITED"
"IID000000002142489","ELECTRICITE DE FRANCE S.A."
"IID000000002186854","TIANJIN PORT DEVELOPMENT HOLDINGS LIMITED"
"IID000000002179865","POLYCOM, INC."
"IID000000002172458","Kanemi Co.,Ltd."
"IID000000002175626","MAPFRE MIDDLESEA P.L.C."
"IID000000002151162","EULER HERMES GROUP S.A."
"IID000000002189917","XI'AN INTERNATIONAL MEDICAL INVESTMENT COMPANY LIMITED"
"IID000000002128757","SEVERALMAZ PAO"
"IID000000002188618","VECTURA GROUP PLC"
"IID000000002152120","PROVIDENT FINANCIAL SERVICES, INC."
"IID000000002190074","SHANDONG XINCHAO ENERGY CORPORATION LIMITED"
"IID000000002159708","SK Bio Land Co Ltd"
"IID000000002184730","Saint-Gobain Oberland Aktiengesellschaft"
"IID000000002157062","AMARILLO BIOSCIENCES, INC."
"IID000000002201041","Exor S.p.A."
"IID000000002153893","SCHIBSTED ASA"
"IID000000002149236","PT Bank CIMB Niaga Tbk"
"IID000000002160875","Campofrio Food Group Sociedad Anonima"
"IID000000002159302","BAVARIAN NORDIC A/S"
"IID000000002164453","ENVIROSTAR, INC."
"IID000000002128440","FAGRON N.V."
"IID000000002134755","The Gunma Bank, Ltd."
"IID000000002169679","Huangshan Tourism Development Co., Ltd."
"IID000000002161302","Celestial Biolabs Ltd"
"IID000000002137540","Tai Industries Ltd"
"IID000000002182701","Sanyo Department Store Co., Ltd."
"IID000000002179263","Pennant International Group PLC"
"IID000000002166752","DANSKE BANK"
"IID000000002143998","MAGNUM CORPORATION SDN. BHD."
"IID000000002168415","Grupo KUO, S.A.B. de C.V."
"IID000000002179077","PARKSON RETAIL GROUP LIMITED"
"IID000000002182688","SANTANDER CHILE HOLDING S.A."
"IID000000002182116","SHINOBU FOODS PRODUCTS CO., LTD."
"IID000000002169501","HOME CAPITAL GROUP INC."
"IID000000002134591","GREEN ENERGY TECHNOLOGY INC."
"IID000000002140624","ADITYA BIRLA CHEMICALS (INDIA) LIMITED"
"IID000000002131931","Dongxu Optoelectronic Technology Co., Ltd."
"IID000000002127016","JD GROUP LIMITED"
"IID000000002148675","STIFEL FINANCIAL CORP."
"IID000000002153159","PROMTRAKTOR OAO"
"IID000000002146188","CPFL ENERGIA S.A."
"IID000000002173938","LIQUIDITY SERVICES, INC."
"IID000000002146255","Oxurion NV"
"IID000000002187235","TRANS ENERGY, INC."
"IID000000002160636","COCO'S JAPAN CO.,LTD."
"IID000000002190477","ZIMMER BIOMET HOLDINGS, INC."
"IID000000002178900","PAMPA ENERGIA S.A."
"IID000000002138530","NORTHERN OIL AND GAS, INC."
"IID000000002154711","MICROBIO CO.,LTD."
"IID000000002185458","The Swatch Group AG"
"IID000000002225695","HSB GROUP, INC."
"IID000000002136661","PETSMART, INC."
"IID000000002179965","POWER FINANCIAL CORPORATION"
"IID000000002168507","Gubernija AB"
"IID000000002156519","AKKA TECHNOLOGIES S.A."
"IID000000002223499","PNC FUNDING CORP"
"IID000000002187119","Total Access Communication Public Company Limited"
"IID000000002185329","Superblock PCL"
"IID000000002181437","RHOeN-KLINIKUM Aktiengesellschaft"
"IID000000002131925","ZHEJIANG NHU COMPANY LTD."
"IID000000002164877","Ecobank Transnational Incorporated"
"IID000000002173739","Lewis Group Limited"
"IID000000002134437","Intrum Justitia AB"
"IID000000002148899","A2A S.P.A."
"IID000000002226604","BELGACOM Finance S.A."
"IID000000002163187","CUBIST PHARMACEUTICALS LLC"
"IID000000002178747","PACIFIC BASIN SHIPPING LIMITED"
"IID000000002124211","COMMUNITY TRUST BANCORP, INC."
"IID000000002183353","VCANBIO CELL & GENE ENGINEERING CORP., LTD"
"IID000000002168413","GRUPO INDUSTRIAL MASECA, S.A.B. DE C.V."
"IID000000002140409","Aalberts N.V."
"IID000000002173567","LAVENDON GROUP PLC"
"IID000000002202550","THE ROYAL BANK OF SCOTLAND PUBLIC LIMITED COMPANY"
"IID000000002159253","Basant Agro Tech (India) Ltd"
"IID000000002177054","NetEnt publ AB"
"IID000000002140556","Doro AB"
"IID000000002132916","Overseas Chinese Town Asia Holdings Ltd"
"IID000000002172045","Joyfull Co.,Ltd."
"IID000000002229081","AIRSERVICES AUSTRALIA"
"IID000000002166185","FamilyMart Co.,Ltd."
"IID000000002171772","Japan Radio Co., Ltd."
"IID000000002181196","REGAL HOTELS INTERNATIONAL HOLDINGS LIMITED"
"IID000000002178258","CD Projekt SA"
"IID000000002174390","Ministop Co Ltd"
"IID000000002196832","Siminn hf"
"IID000000002162349","COGECO INC."
"IID000000002226510","FortisBC Energy Inc"
"IID000000002158981","BANCO COMERCIAL PORTUGUES, S.A."
"IID000000002134721","Gruppo Editoriale l'Espresso - Societa Per Azioni"
"IID000000002150669","GRACO INC"
"IID000000002132101","SB Technology Corp"
"IID000000002168985","HARLEY-DAVIDSON, INC."
"IID000000002167537","GENCOR INDUSTRIES, INC."
"IID000000002160072","BRANDYWINE REALTY TRUST"
"IID000000002159015","BANCO DE OCCIDENTE S.A."
"IID000000002173838","LIGAND PHARMACEUTICALS INCORPORATED"
"IID000000002223363","JOHN DEERE CAPITAL CORPORATION"
"IID000000002171554","J & J SNACK FOODS CORP."
"IID000000002185204","NORTH MINING SHARES COMPANY LIMITED"
"IID000000002154796","SOUTH CAROLINA ELECTRIC & GAS COMPANY"
"IID000000002178539","PACIFIC SYSTEMS CORPORATION"
"IID000000002172619","PT Keramika Indonesia Assosiasi Tbk"
"IID000000002151726","Jianmin Pharmaceutical Group Co., Ltd."
"IID000000002148562","FEELUX CO.,LTD"
"IID000000002168319","GREENPLY INDUSTRIES LTD"
"IID000000002148724","ALTRAN TECHNOLOGIES SA"
"IID000000002199242","SANTANDER UK PLC"
"IID000000002149747","LAI SUN DEVELOPMENT COMPANY LIMITED"
"IID000000002138902","STANDARD LIFE PRIVATE EQUITY TRUST PLC"
"IID000000002181951","SAMSUNG CARD CO.,LTD"
"IID000000002146143","THE TATA POWER COMPANY LIMITED"
"IID000000002180284","PROGRAMMED MAINTENANCE SERVICES LIMITED"
"IID000000002184661","Sportscene Group Inc"
"IID000000002140467","AMLIN PLC"
"IID000000002137578","Singapore Myanmar Investco Ltd"
"IID000000002172413","Kakuzi PLC"
"IID000000002124411","Japan Petroleum Exploration Co., Ltd."
"IID000000002154030","SCANA CORPORATION"
"IID000000002162584","Companhia Siderurgica Nacional"
"IID000000002136688","RADISYS CORPORATION"
"IID000000002128341","SALMAR ASA"
"IID000000002169428","HITEJINRO HOLDINGS CO., LTD"
"IID000000002130987","VIVOTEK INC."
"IID000000002187734","UK Commercial Property Trust Limited"
"IID000000002172829","KNAFAIM HOLDINGS LTD."
"IID000000002179994","POWERTECH TECHNOLOGY INC."
"IID000000002177288","NEXT PLC"
"IID000000002186118","TAKKT AG"
"IID000000002183472","Tianma Microelectronics Co., Ltd."
"IID000000002161879","China Spacesat Co., Ltd."
"IID000000002157541","ANTON OILFIELD SERVICES GROUP"
"IID000000002139993","Al Ahli Bank of Kuwait K.S.C.P"
"IID000000002183741","Silence Therapeutics PLC"
"IID000000002178029","Bio Path Holdings Inc"
"IID000000002151692","OFFSHORE OIL ENGINEERING CO.,LTD."
"IID000000002130684","GREAT WALL ENTERPRISE CO., LTD."
"IID000000002123721","BRINK'S COMPANY, THE"
"IID000000002172174","KANEMATSU ELECTRONICS LTD."
"IID000000002155114","MALAYSIA AIRPORTS HOLDINGS BERHAD"
"IID000000002126188","Evergreen Gaming Corp"
"IID000000002226608","ARGENTARIA GLOBAL FINANCE LIMITED"
"IID000000002226332","REGENCY CENTERS, L.P."
"IID000000002196769","GALENA BIOPHARMA, INC."
"IID000000002143136","Tamron Co Ltd"
"IID000000002228710","Landshypotek Bank Aktiebolag"
"IID000000002145424","NORTHWEST NATURAL GAS COMPANY"
"IID000000002189396","WEINGARTEN REALTY INVESTORS"
"IID000000002140071","Shenzhen Neptunus Bioengineering Co., Ltd"
"IID000000002140271","SILVER GRANT INTERNATIONAL INDUSTRIES LIMITED"
"IID000000002172488","KARDEMIR KARABUK DEMIR CELIK SANAYI VE TICARET ANONIM SIRKETI"
"IID000000002133132","Achilles Corporation"
"IID000000002168484","Yuexiu Property Company Limited"
"IID000000002158981","Banco Comercial Portugues, S.A."
"IID000000002143951","Major Cineplex Group Public Company Limited"
"IID000000002162083","PT Ciputra Surya Tbk"
"IID000000002144164","WM MORRISON SUPERMARKETS P L C"
"IID000000002173704","THE LEOFOO DEVELOPMENT CO., LTD."
"IID000000002167883","GLOBAL PAYMENTS INC."
"IID000000002140791","CITY UNION BANK LIMITED"
"IID000000002155516","A E C I LIMITED"
"IID000000002179525","PHOENIX MILLS LIMITED"
"IID000000002153695","UNITED SECURITY BANCSHARES"
"IID000000002168691","Hiday Hidaka Corp"
"IID000000002150533","Jyoti Ltd"
"IID000000002162344","FONCIERE DE PARIS SIIC S.A."
"IID000000002124802","DAILY MAIL AND GENERAL TRUST P L C"
"IID000000002165782","European Energy Exchange AG"
"IID000000002133907","Lao Feng Xiang Co., Ltd."
"IID000000002156304","AEDIFICA S.A."
"IID000000002158992","Itau Unibanco S.A."
"IID000000002135845","MAXIM INTEGRATED PRODUCTS, INC."
"IID000000002135146","Joshin Denki Co.,Ltd."
"IID000000002158285","Attica Publications SA"
"IID000000002186868","Tibet Galaxy Science and Technology Development Co., Ltd."
"IID000000002156564","Jazeera Airways Co. (K.S.C.P)"
"IID000000002137475","PORTLAND GENERAL ELECTRIC COMPANY"
"IID000000002165325","ENCORE WIRE CORPORATION"
"IID000000002150444","Byte Power Group Ltd"
"IID000000002168537","GUJARAT FLUOROCHEMICALS LIMITED"
"IID000000002185602","T.HASEGAWA CO.,LTD."
"IID000000002152389","Enel Americas S.A."
"IID000000002145790","RELIANCE INDUSTRIES LIMITED"
"IID000000002130929","UNION PROPERTIES (P.J.S.C)"
"IID000000002137607","Venky's (India) Ltd"
"IID000000002154185","RAYBAN SUN OPTICS INDIA PRIVATE LIMITED"
"IID000000002146495","Cocor SA"
"IID000000002178288","ORBIS SPOLKA AKCYJNA"
"IID000000002174593","MAEIL DAIRY INDUSTRY COMPANY LIMITED"
"IID000000002186117","Takiron Co., Ltd."
"IID000000002163283","CYTOKINETICS, INCORPORATED"
"IID000000002165992","FARO TECHNOLOGIES, INC."
"IID000000002186386","TEKFEN HOLDING ANONIM SIRKETI"
"IID000000002176992","NEFAZ PAO"
"IID000000002136564","Ismailia Misr Poultry Co SAE"
"IID000000002142661","MERCURIES & ASSOCIATES,HOLDING LTD."
"IID000000002159639","BILLABONG INTERNATIONAL LIMITED"
"IID000000002156981","Altech Corporation"
"IID000000002161858","China Railway Hi-tech Industry Corporation Limited"
"IID000000002180484","PungkukAlcholnd"
"IID000000002167306","GSI Group Inc."
"IID000000002168629","H2O RETAILING CORPORATION"
"IID000000002179844","Polo Hotels Ltd"
"IID000000002223392","DTE Gas Company"
"IID000000002140035","Guangdong Highsun Group Co., Ltd."
"IID000000002131299","QATAR INTERNATIONAL ISLAMIC BANK (Q.S.C.)"
"IID000000002141601","CONTANGO OIL & GAS COMPANY"
"IID000000002132144","ASSA ABLOY AB"
"IID000000002223532","WISCONSIN GAS LLC"
"IID000000002144029","AXOGEN, INC."
"IID000000002203301","WISCONSIN POWER AND LIGHT COMPANY"
"IID000000002162564","COMPAGNIE D'ENTREPRISES CFE S.A."
"IID000000002140508","INSPERITY, INC."
"IID000000002125513","Lafarge Cement Zambia Plc"
"IID000000002173817","LIFEPOINT HEALTH, INC."
"IID000000002144093","Mermaid Maritime Public Company Limited"
"IID000000002144314","NIKE, INC."
"IID000000002166090","FUJITA CORPORATION Co.,Ltd."
"IID000000002185621","TAIHEI DENGYO KAISHA,LTD."
"IID000000002184836","Starbreeze AB"
"IID000000002216901","Landesbank Baden-Wuerttemberg"
"IID000000002136839","UNITEDNETWORKS LIMITED"
"IID000000002226403","BNG BANK N.V."
"IID000000002161249","CATHAY REAL ESTATE DEVELOPMENT CO.,LTD."
"IID000000002185123","WOORIDUL PHARMACEUTICAL LIMITED"
"IID000000002171916","JIANG ZHONG PHARMACEUTICAL CO.,LTD"
"IID000000002164382","DOVER CORPORATION"
"IID000000002151945","Glaston Oyj Abp"
"IID000000002140900","BENCHMARK ELECTRONICS, INC."
"IID000000002163588","DAL'NEVOSTOCHNYI BANK PAO"
"IID000000002144063","MMI HOLDINGS LIMITED"
"IID000000002180088","PRESIDENT CHAIN STORE CORPORATION"
"IID000000002185190","Sun Bancorp, Inc."
"IID000000002140785","EVERGY MISSOURI WEST, INC."
"IID000000002225726","CONSECO FINANCING TRUST III"
"IID000000002134988","Inner Mongolia Yili Industrial Group Co., Ltd."
"IID000000002177655","NORWOOD FINANCIAL CORP."
"IID000000002162902","CORVEL CORPORATION"
"IID000000002177662","Note AB (publ)"
"IID000000002166096","FUJITSU COMPONENT LIMITED"
"IID000000002185998","Ta Ann Holdings Bhd"
"IID000000002137339","TITAN INTERNATIONAL, INC."
"IID000000002126608","LOGISTEC CORPORATION"
"IID000000002150163","COMPUTER SCIENCES CORPORATION"
"IID000000002141814","First BanCorp."
"IID000000002134849","FNB BANCORP."
"IID000000002169389","HINDUSTAN ZINC LIMITED"
"IID000000002163961","U AND I GROUP PLC"
"IID000000002184360","SONIC HEALTHCARE LIMITED"
"IID000000002167566","General Investment Company PSC"
"IID000000002127169","ADAMA AGRICULTURAL SOLUTIONS LTD"
"IID000000002141271","AIR WATER INC."
"IID000000002152702","SINGAPORE EXCHANGE LIMITED"
"IID000000002182489","SAKAI CHEMICAL INDUSTRY CO.,LTD."
"IID000000002171339","INVESCO ASIA TRUST PLC"
"IID000000002172043","KOMATSU MINING CORP."
"IID000000002132048","AARON'S, INC."
"IID000000002152940","OYO Corporation"
"IID000000002133059","CHINA MERCHANTS HOLDINGS (PACIFIC) LIMITED"
"IID000000002141515","NORITZ CORPORATION"
"IID000000002140827","AGTech Holdings Ltd"
"IID000000002179709","Plastiques du Val de Loire SA"
"IID000000002136775","SURMODICS, INC."
"IID000000002181107","REA GROUP LTD"
"IID000000002125180","Piraeus Port Authority SA"
"IID000000002176914","NATIXIS S.A."
"IID000000002149126","SHENZHEN INVESTMENT LIMITED"
"IID000000002140185","HOVNANIAN ENTERPRISES, INC."
"IID000000002131295","Doha Bank Q.P.S.C."
"IID000000002132140","AUSTRALIAN AGRICULTURAL COMPANY LIMITED"
"IID000000002157012","ALTIUS MINERALS CORPORATION"
"IID000000002136812","NOVELLUS SYSTEMS, INC."
"IID000000002167668","GEORGE WESTON LIMITEE"
"IID000000002187690","UAC OF NIGERIA PLC"
"IID000000002162373","COLEX HOLDINGS LIMITED"
"IID000000002171273","Inversiones Nacionales de Turismo SA"
"IID000000002149113","Coral Laboratories Ltd"
"IID000000002144156","MARR S.P.A."
"IID000000002135795","Aptitude Software Group PLC"
"IID000000002132186","CONNECTONE BANCORP, INC."
"IID000000002186890","TIGENIX N.V."
"IID000000002151513","ARCBEST CORPORATION"
"IID000000002151979","PERMANENT TSB PUBLIC LIMITED COMPANY"
"IID000000002160573","CITIC RESOURCES HOLDINGS LIMITED"
"IID000000002172309","APS Holdings Corporation"
"IID000000002136205","PTT Public Company Limited"
"IID000000002226870","TEXTRON FINANCIAL CORPORATION"
"IID000000002158153","Astellas Pharma Inc."
"IID000000002170187","ICADE S.A."
"IID000000002159885","LANSON-BCC S.A."
"IID000000002227641","EUTELSAT S.A."
"IID000000002148879","BAYER ESSURE INC."
